,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
129,CBS,Sun Jun 17 13:00:01 +0000 2018,"Today and every day we celebrate their love, guidance, and support. Happy #FathersDay to every kind of dad! https://t.co/Wffax1khBH",0.9392,0.493,0.0,0.507,71
130,CBS,Fri Jun 15 18:48:29 +0000 2018,"Casting Alert! @paulwesley, @DaniaJRamirez &amp; @JamesWolk are set to star in the upcoming CBS All Access psychologica… https://t.co/JnZMrzT92n",0.3595,0.128,0.0,0.872,70
131,CBS,Thu Jun 14 17:30:00 +0000 2018,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",-0.296,0.0,0.167,0.833,69
132,CBS,Thu Jun 14 16:19:32 +0000 2018,RT @StrangeAngel: Mastermind or maniac? Explore the brilliant mind of Jack Parsons in #StrangeAngel. Now streaming on CBS All Access: https…,0.1779,0.147,0.12,0.734,68
133,CBS,Tue Jun 12 00:19:23 +0000 2018,"No pain, no gain, ALL Hart! Just one month until the premiere of @TKOCBS hosted by @KevinHart4real. https://t.co/C1yMCglxVn",-0.5562,0.134,0.315,0.551,67
134,CBS,Mon Jun 11 22:23:06 +0000 2018,"RT @TheNeighborhood: Welcome to #TheNeighborhood, @BethBehrs! The @2BrokeGirls star returns to @CBS in a new sitcom alongside @CedEntertain…",0.5093,0.171,0.0,0.829,66
135,CBS,Mon Jun 11 19:01:38 +0000 2018,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",-0.296,0.0,0.167,0.833,65
136,CBS,Mon Jun 11 14:00:37 +0000 2018,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,0.0,0.0,0.0,1.0,64
137,CBS,Mon Jun 11 06:19:36 +0000 2018,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,0.0,0.0,0.0,1.0,63
138,CBS,Mon Jun 11 06:04:41 +0000 2018,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,0.4767,0.22,0.0,0.78,62
139,CBS,Mon Jun 11 03:10:33 +0000 2018,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,0.8478,0.406,0.0,0.594,61
140,CBS,Mon Jun 11 03:02:06 +0000 2018,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,0.92,0.463,0.0,0.537,60
141,CBS,Mon Jun 11 02:58:30 +0000 2018,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",0.4404,0.175,0.088,0.737,59
142,CBS,Mon Jun 11 02:56:40 +0000 2018,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,0.4404,0.153,0.0,0.847,58
143,CBS,Mon Jun 11 02:56:10 +0000 2018,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,0.836,0.467,0.0,0.533,57
144,CBS,Mon Jun 11 02:53:00 +0000 2018,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,0.0,0.0,0.0,1.0,56
145,CBS,Mon Jun 11 02:47:29 +0000 2018,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,0.6369,0.318,0.0,0.682,55
146,CBS,Mon Jun 11 02:44:50 +0000 2018,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,0.7978,0.543,0.0,0.457,54
147,CBS,Mon Jun 11 02:44:37 +0000 2018,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,0.9523,0.516,0.0,0.484,53
148,CBS,Mon Jun 11 02:33:09 +0000 2018,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,0.5994,0.302,0.0,0.698,52
149,CBS,Mon Jun 11 02:29:18 +0000 2018,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",0.4215,0.123,0.0,0.877,51
150,CBS,Mon Jun 11 02:23:56 +0000 2018,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,0.8932,0.517,0.0,0.483,50
151,CBS,Mon Jun 11 02:21:03 +0000 2018,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",0.0,0.0,0.0,1.0,49
152,CBS,Mon Jun 11 02:16:06 +0000 2018,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,0.0,0.0,0.0,1.0,48
153,CBS,Mon Jun 11 02:11:03 +0000 2018,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,0.8908,0.491,0.0,0.509,47
154,CBS,Mon Jun 11 02:05:47 +0000 2018,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,0.0,0.0,0.0,1.0,46
155,CBS,Mon Jun 11 02:03:31 +0000 2018,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,0.4926,0.262,0.0,0.738,45
156,CBS,Mon Jun 11 01:58:48 +0000 2018,@writerlindsayb You're welcome! #TonyAwards,0.5093,0.523,0.0,0.477,44
157,CBS,Mon Jun 11 01:53:17 +0000 2018,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,0.7579,0.481,0.0,0.519,43
158,CBS,Mon Jun 11 01:51:16 +0000 2018,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",0.6467,0.248,0.0,0.752,42
159,CBS,Mon Jun 11 01:38:23 +0000 2018,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,0.0,0.0,0.0,1.0,41
160,CBS,Mon Jun 11 01:37:36 +0000 2018,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,0.636,0.276,0.0,0.724,40
161,CBS,Mon Jun 11 01:30:56 +0000 2018,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,0.8834,0.563,0.0,0.437,39
162,CBS,Mon Jun 11 01:29:21 +0000 2018,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,0.0,0.0,0.0,1.0,38
163,CBS,Mon Jun 11 01:26:03 +0000 2018,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,0.7351,0.296,0.079,0.625,37
164,CBS,Mon Jun 11 01:25:59 +0000 2018,RT @KatLargent: MAGIC #TonyAwards,0.0,0.0,0.0,1.0,36
165,CBS,Mon Jun 11 01:24:46 +0000 2018,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,0.0,0.0,0.0,1.0,35
166,CBS,Mon Jun 11 01:24:12 +0000 2018,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,0.4019,0.162,0.0,0.838,34
167,CBS,Mon Jun 11 01:19:59 +0000 2018,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,0.9151,0.457,0.0,0.543,33
168,CBS,Mon Jun 11 01:12:31 +0000 2018,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,0.6369,0.375,0.0,0.625,32
169,CBS,Mon Jun 11 01:08:28 +0000 2018,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,0.1511,0.102,0.0,0.898,31
170,CBS,Mon Jun 11 01:08:24 +0000 2018,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,0.1531,0.148,0.0,0.852,30
171,CBS,Mon Jun 11 01:02:47 +0000 2018,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,0.8834,0.563,0.0,0.437,29
172,CBS,Mon Jun 11 00:58:06 +0000 2018,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,0.0,0.0,0.0,1.0,28
173,CBS,Mon Jun 11 00:52:34 +0000 2018,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,0.2714,0.207,0.0,0.793,27
174,CBS,Mon Jun 11 00:51:11 +0000 2018,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,0.0,0.0,0.0,1.0,26
175,CBS,Mon Jun 11 00:50:18 +0000 2018,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,0.8883,0.567,0.0,0.433,25
176,CBS,Mon Jun 11 00:45:14 +0000 2018,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,0.9134,0.613,0.0,0.387,24
177,CBS,Mon Jun 11 00:44:36 +0000 2018,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,0.0,0.0,0.0,1.0,23
178,CBS,Mon Jun 11 00:35:41 +0000 2018,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",0.25,0.08,0.0,0.92,22
179,CBS,Mon Jun 11 00:34:45 +0000 2018,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,0.4588,0.15,0.0,0.85,21
180,CBS,Mon Jun 11 00:31:28 +0000 2018,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",0.0,0.0,0.0,1.0,20
181,CBS,Mon Jun 11 00:27:42 +0000 2018,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,0.3612,0.263,0.0,0.737,19
182,CBS,Mon Jun 11 00:27:00 +0000 2018,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,0.8908,0.57,0.0,0.43,18
183,CBS,Mon Jun 11 00:24:31 +0000 2018,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,0.0,0.0,0.0,1.0,17
184,CBS,Mon Jun 11 00:22:15 +0000 2018,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,0.0,0.0,0.0,1.0,16
185,CBS,Mon Jun 11 00:22:15 +0000 2018,RT @misschae: I love theatre so much. #TonyAwards,0.6369,0.412,0.0,0.588,15
186,CBS,Mon Jun 11 00:18:16 +0000 2018,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,0.0,0.0,0.0,1.0,14
187,CBS,Mon Jun 11 00:13:27 +0000 2018,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",0.6369,0.244,0.0,0.756,13
188,CBS,Mon Jun 11 00:12:31 +0000 2018,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,0.8834,0.563,0.0,0.437,12
189,CBS,Mon Jun 11 00:06:39 +0000 2018,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",0.6696,0.36,0.0,0.64,11
190,CBS,Mon Jun 11 00:04:15 +0000 2018,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,0.3182,0.15,0.0,0.85,10
191,CBS,Sun Jun 10 23:59:00 +0000 2018,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,0.0,0.0,0.0,1.0,9
192,CBS,Sun Jun 10 23:18:15 +0000 2018,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,0.4374,0.145,0.0,0.855,8
193,CBS,Sun Jun 10 22:01:25 +0000 2018,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",0.0,0.0,0.0,1.0,7
194,CBS,Sun Jun 10 15:00:01 +0000 2018,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,0.4184,0.157,0.0,0.843,6
195,CBS,Sat Jun 09 21:00:02 +0000 2018,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,0.68,0.237,0.0,0.763,5
196,CBS,Sat Jun 09 16:00:00 +0000 2018,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0.0,0.0,0.0,1.0,4
197,CBS,Fri Jun 08 19:46:17 +0000 2018,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.296,0.18,0.0,0.82,3
198,CBS,Fri Jun 08 15:00:03 +0000 2018,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,0.0,0.0,1.0,2
199,CBS,Fri Jun 08 13:58:15 +0000 2018,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",0.9078,0.436,0.0,0.564,1
200,CNN,Thu Jun 28 00:23:38 +0000 2018,"Money isn't everything in a political race “if you really understand your community,"" Alexandria Ocasio-Cortez says… https://t.co/aYylUfAQuq",0.0,0.0,0.0,1.0,100
201,CNN,Thu Jun 28 00:00:05 +0000 2018,Senate Democrats are powerless to stop Trump SCOTUS pick https://t.co/wR3A8bDIJj | Analysis by Chris Cillizza https://t.co/XoMCpBzzJa,-0.6597,0.0,0.293,0.707,99
202,CNN,Wed Jun 27 23:44:06 +0000 2018,"Ben Jealous, a former NAACP leader endorsed by Bernie Sanders, moved a step closer to becoming Maryland's first bla… https://t.co/2jUyBLvNIe",-0.25,0.095,0.143,0.762,98
203,CNN,Wed Jun 27 23:37:04 +0000 2018,"The Netherlands is banning face coverings, including burqas and niqabs, in public spaces such as schools, hospitals… https://t.co/VkwfiLLjXe",0.0,0.0,0.0,1.0,97
204,CNN,Wed Jun 27 23:30:11 +0000 2018,Google's eerily human phone bot is ready for the real world https://t.co/Y5dD19nsZR,0.3612,0.185,0.0,0.815,96
205,CNN,Wed Jun 27 23:23:05 +0000 2018,Beer is being rationed in the UK because of a shortage of carbon dioxide https://t.co/K56oMw0jBP,-0.25,0.0,0.133,0.867,95
206,CNN,Wed Jun 27 23:16:46 +0000 2018,"Report highlights gender discrimination, lack of female representation in Justice Department https://t.co/BjDzDUUb9d https://t.co/OvyJmlPnJK",0.2732,0.204,0.138,0.659,94
207,CNN,Wed Jun 27 23:07:51 +0000 2018,"Trump ""has been the one that has caused what we see happening today where people are trying to push back on his pol… https://t.co/X3vBWK988W",0.0,0.0,0.0,1.0,93
208,CNN,Wed Jun 27 22:56:00 +0000 2018,"Trump ""has been the one that has caused what we see happening today where people are trying to push back on his pol… https://t.co/zDfrHdUigV",0.0,0.0,0.0,1.0,92
209,CNN,Wed Jun 27 22:49:41 +0000 2018,"When one of his customers was choking, this Chick-fil-A employee stepped in to save him https://t.co/zrAZWw7NNB https://t.co/ULfqKipgDB",0.0516,0.151,0.142,0.708,91
210,CNN,Wed Jun 27 22:42:28 +0000 2018,Boeing's hypersonic passenger plane could get you from New York to London in 2 hours https://t.co/eqgR0d4td7 https://t.co/TQMnwnbR5Y,0.0,0.0,0.0,1.0,90
211,CNN,Wed Jun 27 22:35:09 +0000 2018,"In the 9 months leading up to this weekend's presidential election in Mexico, 130 candidates have been killed… https://t.co/8bTYXy45eK",0.0,0.0,0.0,1.0,89
212,CNN,Wed Jun 27 22:28:00 +0000 2018,"The Supreme Court “should be made up of people who can base their decisions on the law, the facts, precedent, and u… https://t.co/GU0B9jSyAn",0.5574,0.141,0.0,0.859,88
213,CNN,Wed Jun 27 22:21:47 +0000 2018,"Marrying a Syrian means breaking up with America, writes Anna Lekas Miller for @CNNOpinion https://t.co/I59xCsE5pp https://t.co/1PEt45Z5yg",0.0,0.0,0.0,1.0,87
214,CNN,Wed Jun 27 22:12:55 +0000 2018,"Secretary of State Mike Pompeo tells US lawmakers that North Korea remains a nuclear threat, but defends President… https://t.co/SEujGpN7RL",-0.296,0.0,0.115,0.885,86
215,CNN,Wed Jun 27 22:02:00 +0000 2018,"""Every time I'm talking with my mom, and she gives the phone to my baby brother, he doesn't know who I am.""

After… https://t.co/7L2mOZu40d",0.0,0.0,0.0,1.0,85
216,CNN,Wed Jun 27 21:55:04 +0000 2018,"Broward County, where the Parkland attack happened, votes to put armed personnel in every school… https://t.co/tkE3SSn5MK",-0.4767,0.0,0.171,0.829,84
217,CNN,Wed Jun 27 21:48:08 +0000 2018,"President Trump: When considering tariffs, think like a Harley-Davidson rider https://t.co/YytoocOaPb (via… https://t.co/NVgkt4rF0l",0.3612,0.185,0.0,0.815,83
218,CNN,Wed Jun 27 21:41:06 +0000 2018,"November is going to be a referendum on Trump, writes Errol Louis for @CNNOpinion https://t.co/xaQHAlTLG4 https://t.co/lAfobHCpZe",0.0,0.0,0.0,1.0,82
219,CNN,Wed Jun 27 21:34:07 +0000 2018,Migrant rescue ship Lifeline to dock in Malta after being stranded for 5 days in the Mediterranean… https://t.co/I42dGGKx3t,0.5106,0.171,0.0,0.829,81
220,CNN,Thu Jun 28 00:23:38 +0000 2018,"Money isn't everything in a political race “if you really understand your community,"" Alexandria Ocasio-Cortez says… https://t.co/aYylUfAQuq",0.0,0.0,0.0,1.0,80
221,CNN,Thu Jun 28 00:00:05 +0000 2018,Senate Democrats are powerless to stop Trump SCOTUS pick https://t.co/wR3A8bDIJj | Analysis by Chris Cillizza https://t.co/XoMCpBzzJa,-0.6597,0.0,0.293,0.707,79
222,CNN,Wed Jun 27 23:44:06 +0000 2018,"Ben Jealous, a former NAACP leader endorsed by Bernie Sanders, moved a step closer to becoming Maryland's first bla… https://t.co/2jUyBLvNIe",-0.25,0.095,0.143,0.762,78
223,CNN,Wed Jun 27 23:37:04 +0000 2018,"The Netherlands is banning face coverings, including burqas and niqabs, in public spaces such as schools, hospitals… https://t.co/VkwfiLLjXe",0.0,0.0,0.0,1.0,77
224,CNN,Wed Jun 27 23:30:11 +0000 2018,Google's eerily human phone bot is ready for the real world https://t.co/Y5dD19nsZR,0.3612,0.185,0.0,0.815,76
225,CNN,Wed Jun 27 23:23:05 +0000 2018,Beer is being rationed in the UK because of a shortage of carbon dioxide https://t.co/K56oMw0jBP,-0.25,0.0,0.133,0.867,75
226,CNN,Wed Jun 27 23:16:46 +0000 2018,"Report highlights gender discrimination, lack of female representation in Justice Department https://t.co/BjDzDUUb9d https://t.co/OvyJmlPnJK",0.2732,0.204,0.138,0.659,74
227,CNN,Wed Jun 27 23:07:51 +0000 2018,"Trump ""has been the one that has caused what we see happening today where people are trying to push back on his pol… https://t.co/X3vBWK988W",0.0,0.0,0.0,1.0,73
228,CNN,Wed Jun 27 22:56:00 +0000 2018,"Trump ""has been the one that has caused what we see happening today where people are trying to push back on his pol… https://t.co/zDfrHdUigV",0.0,0.0,0.0,1.0,72
229,CNN,Wed Jun 27 22:49:41 +0000 2018,"When one of his customers was choking, this Chick-fil-A employee stepped in to save him https://t.co/zrAZWw7NNB https://t.co/ULfqKipgDB",0.0516,0.151,0.142,0.708,71
230,CNN,Wed Jun 27 22:42:28 +0000 2018,Boeing's hypersonic passenger plane could get you from New York to London in 2 hours https://t.co/eqgR0d4td7 https://t.co/TQMnwnbR5Y,0.0,0.0,0.0,1.0,70
231,CNN,Wed Jun 27 22:35:09 +0000 2018,"In the 9 months leading up to this weekend's presidential election in Mexico, 130 candidates have been killed… https://t.co/8bTYXy45eK",0.0,0.0,0.0,1.0,69
232,CNN,Wed Jun 27 22:28:00 +0000 2018,"The Supreme Court “should be made up of people who can base their decisions on the law, the facts, precedent, and u… https://t.co/GU0B9jSyAn",0.5574,0.141,0.0,0.859,68
233,CNN,Wed Jun 27 22:21:47 +0000 2018,"Marrying a Syrian means breaking up with America, writes Anna Lekas Miller for @CNNOpinion https://t.co/I59xCsE5pp https://t.co/1PEt45Z5yg",0.0,0.0,0.0,1.0,67
234,CNN,Wed Jun 27 22:12:55 +0000 2018,"Secretary of State Mike Pompeo tells US lawmakers that North Korea remains a nuclear threat, but defends President… https://t.co/SEujGpN7RL",-0.296,0.0,0.115,0.885,66
235,CNN,Wed Jun 27 22:02:00 +0000 2018,"""Every time I'm talking with my mom, and she gives the phone to my baby brother, he doesn't know who I am.""

After… https://t.co/7L2mOZu40d",0.0,0.0,0.0,1.0,65
236,CNN,Wed Jun 27 21:55:04 +0000 2018,"Broward County, where the Parkland attack happened, votes to put armed personnel in every school… https://t.co/tkE3SSn5MK",-0.4767,0.0,0.171,0.829,64
237,CNN,Wed Jun 27 21:48:08 +0000 2018,"President Trump: When considering tariffs, think like a Harley-Davidson rider https://t.co/YytoocOaPb (via… https://t.co/NVgkt4rF0l",0.3612,0.185,0.0,0.815,63
238,CNN,Wed Jun 27 21:41:06 +0000 2018,"November is going to be a referendum on Trump, writes Errol Louis for @CNNOpinion https://t.co/xaQHAlTLG4 https://t.co/lAfobHCpZe",0.0,0.0,0.0,1.0,62
239,CNN,Wed Jun 27 21:34:07 +0000 2018,Migrant rescue ship Lifeline to dock in Malta after being stranded for 5 days in the Mediterranean… https://t.co/I42dGGKx3t,0.5106,0.171,0.0,0.829,61
240,CNN,Wed Jun 27 21:27:04 +0000 2018,"When one of his customers was choking, this Chick-fil-A employee stepped in to save him https://t.co/48G98T9vMe https://t.co/1y9RX8QOTG",0.0516,0.151,0.142,0.708,60
241,CNN,Wed Jun 27 21:20:06 +0000 2018,"Meet Alexandria Ocasio-Cortez, the 28-year-old Latina and Democratic socialist who is now a new face for the Democr… https://t.co/EnfaxwgKvZ",0.0,0.0,0.0,1.0,59
242,CNN,Wed Jun 27 21:13:03 +0000 2018,Here's everything you need to know about tonight's Strawberry Moon https://t.co/X51oi9eWCg https://t.co/HwR8rcSMEm,0.0,0.0,0.0,1.0,58
243,CNN,Wed Jun 27 21:06:07 +0000 2018,A man who couldn't swim sacrifices his life to save a boy from drowning https://t.co/WZcEuIuPkZ https://t.co/cFfikmBGY4,0.4939,0.198,0.0,0.802,57
244,CNN,Wed Jun 27 20:59:08 +0000 2018,Why I'm burying a beer can in the backyard https://t.co/QaDmBv89Dg (via @CNNOpinion) https://t.co/QjtqRjVc45,0.0,0.0,0.0,1.0,56
245,CNN,Wed Jun 27 20:52:05 +0000 2018,Could life exist on Saturn's moon Enceladus? https://t.co/zOZbFyHXy5 https://t.co/tjHGMOnDQB,0.0,0.0,0.0,1.0,55
246,CNN,Wed Jun 27 20:45:05 +0000 2018,Texas steel pipe manufacturer becomes casualty of President Trump's trade war https://t.co/GOaXARleoc https://t.co/WKs6n7eZFV,-0.8074,0.0,0.399,0.601,54
247,CNN,Wed Jun 27 20:38:11 +0000 2018,Senate Judiciary Chairman Chuck Grassley dismisses calls by Democrats to punt on a Supreme Court nominee until afte… https://t.co/2B6PN5vYOD,0.5574,0.175,0.0,0.825,53
248,CNN,Wed Jun 27 20:26:00 +0000 2018,"Democratic congressional candidate Alexandria Ocasio-Cortez endorses New York gubernatorial hopeful Cynthia Nixon,… https://t.co/CflSvxUXkE",0.6908,0.341,0.0,0.659,52
249,CNN,Wed Jun 27 20:19:05 +0000 2018,Democratic Sen. Dianne Feinstein urges Congress to wait until after the midterm elections to select a replacement f… https://t.co/Wgnd7tE6op,0.0,0.0,0.0,1.0,51
250,CNN,Wed Jun 27 20:12:04 +0000 2018,Justice Anthony Kennedy's retirement just confirmed every Republican's dream scenario for President Trump… https://t.co/Hyc8OoSgai,0.6597,0.31,0.0,0.69,50
251,CNN,Wed Jun 27 20:05:08 +0000 2018,Senate Majority Leader Mitch McConnell says his chamber will work to replace Justice Anthony Kennedy before the mid… https://t.co/hTIcbbfWmh,0.5267,0.159,0.0,0.841,49
252,CNN,Wed Jun 27 19:56:04 +0000 2018,These are potential Supreme Court nominees that could replace Justice Kennedy https://t.co/6zYySjh2dJ https://t.co/0en7ks7H7U,0.7906,0.389,0.0,0.611,48
253,CNN,Wed Jun 27 19:49:06 +0000 2018,"""They are conservative ideologues, not mainstream jurists. We cannot and will not accept them to serve on the highe… https://t.co/1MbxoP3I2A",-0.2924,0.0,0.103,0.897,47
254,CNN,Wed Jun 27 19:42:00 +0000 2018,"""Our Republican colleagues in the Senate should follow the rule they set in 2016 — not to consider a Supreme Court… https://t.co/hLVPGqvI4b",-0.4449,0.0,0.133,0.867,46
255,CNN,Wed Jun 27 19:35:06 +0000 2018,Read Justice Anthony Kennedy's retirement letter to President Trump https://t.co/ayuwi97MR2 https://t.co/xlWFrpWZaB,0.5267,0.254,0.0,0.746,45
256,CNN,Wed Jun 27 19:28:41 +0000 2018,"Republican Sen. Chuck Grassley hails Justice Kennedy's service, saying he is a ""staunch defender of First Amendment… https://t.co/X1AXlSA5i8",0.5859,0.242,0.0,0.758,44
257,CNN,Wed Jun 27 19:21:09 +0000 2018,Democratic Sen. Dick Durbin has called on the Senate to wait to consider Trump's nominee to replace Justice Kennedy… https://t.co/MCnrcADQS6,0.0258,0.138,0.134,0.729,43
258,CNN,Wed Jun 27 19:14:06 +0000 2018,"""Now we’ll have to find a worthy successor."" Republican Sen. Lindsey Graham says President Trump has a lot of ""good… https://t.co/h6wPu3lo2G",0.4404,0.139,0.0,0.861,42
259,CNN,Wed Jun 27 19:07:00 +0000 2018,President Trump says he has a list of 25 people that will be considered to replace Justice Anthony Kennedy on the S… https://t.co/pzUY6F4e9W,0.5267,0.139,0.0,0.861,41
